"","ENST","ENSG","Symbol","Entrez"
"234947","ENST00000673795","ENSG00000288582","NABP1-OT1",NA
"234948","ENST00000332438","ENSG00000184451","CCR10",NA
"234951","ENST00000413304","ENSG00000225884","",729254
"234954","ENST00000355524","ENSG00000186431","FCAR",2204
"234967","ENST00000304141","ENSG00000168497","CAVIN2",NA
"234968","ENST00000414198","ENSG00000228956","SATB1-AS1",NA
"235042","ENST00000593139","ENSG00000267042","",NA
"235043","ENST00000459014","ENSG00000238934","",NA
"235044","ENST00000485823","ENSG00000241146","RPL7P41",NA
"235045","ENST00000264638","ENSG00000108797","CNTNAP1",8506
"235049","ENST00000678498","ENSG00000196188","CTSE",1510
"235058","ENST00000388837","ENSG00000111057","KRT18",3875
"235065","ENST00000429417","ENSG00000213946","DNAJB1P1",NA
"235066","ENST00000666273","ENSG00000287250","",NA
"235067","ENST00000650890","ENSG00000286244","",NA
"235068","ENST00000604756","ENSG00000271536","",NA
"235069","ENST00000438902","ENSG00000163017","ACTG2",72
"235078","ENST00000366778","ENSG00000163050","COQ8A",56997
"235085","ENST00000592440","ENSG00000267765","",NA
"235086","ENST00000428826","ENSG00000108799","EZH1",2145
"235110","ENST00000552551","ENSG00000170421","KRT8",3856
"235128","ENST00000394191","ENSG00000232535","OR5H8",NA
"235129","ENST00000353332","ENSG00000163719","MTMR14",64419
"235142","ENST00000629438","ENSG00000114956","DGUOK",1716
"235150","ENST00000594721","ENSG00000268734","",NA
"235151","ENST00000461839","ENSG00000186818","LILRB4",11006
"235162","ENST00000428233","ENSG00000235549","EIF1P2",NA
"235163","ENST00000432648","ENSG00000174574","AKIRIN1",79647
"235167","ENST00000372967","ENSG00000168653","NDUFS5",4725
"235169","ENST00000365006","ENSG00000201876","RNA5SP97",NA
"235170","ENST00000441217","ENSG00000235499","",NA
"235171","ENST00000409262","ENSG00000187605","TET3",200424
"235175","ENST00000567122","ENSG00000261396","",NA
"235176","ENST00000563083","ENSG00000259945","",NA
"235177","ENST00000564717","ENSG00000260894","",NA
"235178","ENST00000383927","ENSG00000206654","RNU6-608P",NA
"235179","ENST00000410446","ENSG00000222378","RNA5SP44",NA
"235180","ENST00000605277","ENSG00000261386","",NA
"235182","ENST00000669616","ENSG00000287422","",NA
"235183","ENST00000289890","ENSG00000226438","",NA
"235184","ENST00000623147","ENSG00000280214","",NA
"235185","ENST00000562846","ENSG00000259804","CTCF-DT",107984813
"235186","ENST00000406997","ENSG00000217897","HSPE1P8",NA
"235187","ENST00000676884","ENSG00000288674","",NA
"235189","ENST00000646076","ENSG00000102974","CTCF",10664
"235206","ENST00000424451","ENSG00000228625","",NA
"235207","ENST00000562952","ENSG00000261654","",NA
"235208","ENST00000440689","ENSG00000232811","",NA
"235209","ENST00000369763","ENSG00000121931","LRIF1",55791
"235212","ENST00000609118","ENSG00000273010","",NA
"235213","ENST00000357308","ENSG00000198380","GFPT1",2673
"235218","ENST00000528644","ENSG00000070081","NUCB2",4925
"235237","ENST00000423082","ENSG00000225672","CCNT2P1",NA
"235238","ENST00000516951","ENSG00000252760","RNA5SP54",NA
"235239","ENST00000607951","ENSG00000272982","",NA
"235240","ENST00000610049","ENSG00000273221","",NA
"235241","ENST00000357640","ENSG00000162777","DENND2D",79961
"235249","ENST00000343399","ENSG00000197706","OR6C74",254783
"235250","ENST00000590247","ENSG00000105185","PDCD5",9141
"235258","ENST00000261200","ENSG00000069431","ABCC9",10060
"235278","ENST00000306065","ENSG00000105186","ANKRD27",84079
"235287","ENST00000445067","ENSG00000064886","CHI3L2",1117
"235304","ENST00000227638","ENSG00000110218","PANX1",24145
"235306","ENST00000615089","ENSG00000275273","MIR6780A",102466195
"235307","ENST00000479088","ENSG00000239671","",NA
"235308","ENST00000613683","ENSG00000273650","",NA
"235309","ENST00000585707","ENSG00000214578","HMGN2P15",NA
"235310","ENST00000592670","ENSG00000197291","RAMP2-AS1",100190938
"235316","ENST00000655054","ENSG00000250519","",NA
"235323","ENST00000397300","ENSG00000256745","ARPC3P3",NA
"235324","ENST00000243673","ENSG00000123901","GPR83",10888
"235326","ENST00000591972","ENSG00000131477","RAMP2",10266
"235332","ENST00000606389","ENSG00000115977","AAK1",22848
"235345","ENST00000532677","ENSG00000254986","DPP3",10072
"235361","ENST00000253794","ENSG00000131475","VPS25",84313
"235367","ENST00000670966","ENSG00000287878","",NA
"235368","ENST00000508964","ENSG00000249225","",NA
"235369","ENST00000642086","ENSG00000251090","OR5AC4P",NA
"235371","ENST00000508759","ENSG00000248365","POU5F1P7",NA
"235372","ENST00000641874","ENSG00000231192","OR5H1",26341
"235373","ENST00000641380","ENSG00000236032","OR5H14",403273
"235375","ENST00000503164","ENSG00000249321","OR5H5P",NA
"235376","ENST00000502817","ENSG00000249975","OR5H3P",NA
"235377","ENST00000510851","ENSG00000248507","OR5H4P",NA
"235378","ENST00000514084","ENSG00000187900","OR5H7P",NA
"235379","ENST00000641416","ENSG00000230301","OR5H6",79295
"235382","ENST00000317506","ENSG00000141084","RANBP10",57610
"235390","ENST00000571282","ENSG00000263015","",NA
"235391","ENST00000433861","ENSG00000156983","BRPF1",7862
"235414","ENST00000570974","ENSG00000263300","",NA
"235415","ENST00000574008","ENSG00000262905","",NA
"235416","ENST00000574104","ENSG00000262708","",NA
"235417","ENST00000479057","ENSG00000244097","RPS4XP17",NA
"235418","ENST00000574327","ENSG00000167695","TLCD3A",79850
"235425","ENST00000457184","ENSG00000135999","EPC2",26122
"235431","ENST00000456220","ENSG00000236040","CHIAP1",NA
"235432","ENST00000369743","ENSG00000203878","CHIAP2",149620
"235436","ENST00000319004","ENSG00000179409","GEMIN4",50628
"235443","ENST00000364518","ENSG00000201388","SNORA68B",109616972
"235444","ENST00000491419","ENSG00000242325","RPS12P31",NA
"235445","ENST00000484310","ENSG00000156171","DRAM2",128338
"235455","ENST00000478944","ENSG00000242436","RN7SL789P",NA
"235456","ENST00000589127","ENSG00000267557","",NA
"235457","ENST00000334176","ENSG00000186326","RGS9BP",388531
"235458","ENST00000592431","ENSG00000267475","NUDT19-DT",NA
"235459","ENST00000536214","ENSG00000231784","DBIL5P",NA
"235463","ENST00000397061","ENSG00000213965","NUDT19",390916
"235464","ENST00000587554","ENSG00000267567","",NA
"235465","ENST00000304478","ENSG00000171861","MRM3",55178
"235469","ENST00000444215","ENSG00000173809","TDRD12",91646
"235475","ENST00000410194","ENSG00000222126","RNU2-9P",NA
"235476","ENST00000574560","ENSG00000262434","",NA
"235477","ENST00000612517","ENSG00000277491","",NA
"235478","ENST00000573877","ENSG00000262133","",NA
"235479","ENST00000679018","ENSG00000168280","KIF5C",3800
"235516","ENST00000459540","ENSG00000238365","RNU7-57P",NA
"235517","ENST00000449634","ENSG00000237920","",NA
"235518","ENST00000437336","ENSG00000226855","RPSAP17",NA
"235519","ENST00000394597","ENSG00000092871","RFFL",117584
"235531","ENST00000424435","ENSG00000228013","IL6R-AS1",NA
"235532","ENST00000622330","ENSG00000160712","IL6R",3570
"235540","ENST00000415766","ENSG00000102904","TSNAXIP1",55815
"235556","ENST00000555119","ENSG00000185046","ANKS1B",56899
"235591","ENST00000590892","ENSG00000267245","",NA
"235592","ENST00000590341","ENSG00000021488","SLC7A9",11136
"235598","ENST00000593039","ENSG00000267618","",NA
"235601","ENST00000436275","ENSG00000228264","PSMD8P1",NA
"235602","ENST00000486773","ENSG00000169291","SHE",126669
"235605","ENST00000612426","ENSG00000273687","",NA
"235606","ENST00000590309","ENSG00000267457","",NA
"235607","ENST00000607963","ENSG00000273110","",NA
"235608","ENST00000479840","ENSG00000243423","",NA
"235609","ENST00000660429","ENSG00000227066","",NA
"235613","ENST00000650792","ENSG00000011376","LARS2",23395
"235625","ENST00000517275","ENSG00000253084","RNU6-840P",NA
"235626","ENST00000516519","ENSG00000252328","",NA
"235627","ENST00000158009","ENSG00000073598","FNDC8",54752
"235628","ENST00000429261","ENSG00000187980","PLA2G2C",NA
"235633","ENST00000534431","ENSG00000255202","",NA
"235634","ENST00000379011","ENSG00000205177","C11orf91",100131378
"235636","ENST00000375099","ENSG00000162543","UBXN10",127733
"235637","ENST00000534312","ENSG00000284969","",NA
"235641","ENST00000435552","ENSG00000228105","LINC01757",NA
"235643","ENST00000442241","ENSG00000073536","NLE1",54475
"235650","ENST00000641574","ENSG00000284710","",NA
"235652","ENST00000515731","ENSG00000143252","SDHC",6391
"235660","ENST00000642928","ENSG00000085063","CD59",966
"235676","ENST00000590069","ENSG00000267555","",NA
"235677","ENST00000365097","ENSG00000201967","RN7SKP22",NA
"235678","ENST00000638356","ENSG00000283907","",NA
"235679","ENST00000411128","ENSG00000223060","",NA
"235680","ENST00000291971","ENSG00000179709","NLRP8",126205
"235682","ENST00000390649","ENSG00000171487","NLRP5",126206
"235684","ENST00000586855","ENSG00000197213","ZSCAN5B",342933
"235687","ENST00000600765","ENSG00000268889","",NA
"235689","ENST00000437833","ENSG00000288670","",NA
"235690","ENST00000686587","ENSG00000289037","LINC01530",NA
"235691","ENST00000396477","ENSG00000213822","CEACAM18",729767
"235693","ENST00000358595","ENSG00000143437","ARNT",405
"235705","ENST00000597110","ENSG00000269553","",NA
"235706","ENST00000578146","ENSG00000284034","MIR5196",100847070
"235707","ENST00000246553","ENSG00000126266","FFAR1",2864
"235708","ENST00000614781","ENSG00000276980","",NA
"235709","ENST00000695651","ENSG00000125730","C3",718
"235737","ENST00000473800","ENSG00000150556","LYPD6B",130576
"235748","ENST00000526785","ENSG00000110429","FBXO3",26273
"235761","ENST00000394570","ENSG00000141161","UNC45B",146862
"235764","ENST00000654444","ENSG00000286335","",NA
"235765","ENST00000427218","ENSG00000224337","FAM8A3P",NA
"235766","ENST00000409381","ENSG00000187123","LYPD6",130574
"235772","ENST00000442534","ENSG00000232455","LARS2-AS1",NA
"235773","ENST00000465039","ENSG00000144791","LIMD1",8994
"235777","ENST00000421941","ENSG00000223604","RPL17P13",NA
"235778","ENST00000303319","ENSG00000168288","MMADHC",NA
"235782","ENST00000569862","ENSG00000102901","CENPT",80152
"235817","ENST00000669392","ENSG00000224910","LINC01766",NA
"235828","ENST00000589603","ENSG00000267626","HAUS5-DT",NA
"235829","ENST00000203166","ENSG00000249115","HAUS5",23354
"235838","ENST00000395963","ENSG00000173585","CCR9",10803
"235842","ENST00000451650","ENSG00000229515","FLT1P1",NA
"235843","ENST00000296140","ENSG00000163823","CCR1",1230
"235844","ENST00000417777","ENSG00000236736","UQCRC2P1",NA
"235845","ENST00000465202","ENSG00000121807","CCR2",729230
"235849","ENST00000495870","ENSG00000121797","CCRL2",9034
"235856","ENST00000533046","ENSG00000254508","FBXO3-DT",NA
"235858","ENST00000585646","ENSG00000267782","",NA
"235859","ENST00000528779","ENSG00000255272","",NA
"235860","ENST00000590144","ENSG00000266981","",NA
"235861","ENST00000529152","ENSG00000255161","",NA
"235862","ENST00000592961","ENSG00000267744","",NA
"235863","ENST00000635852","ENSG00000283646","LINC02009",NA
"235865","ENST00000534666","ENSG00000255169","LINC02722",NA
"235866","ENST00000527270","ENSG00000254619","",NA
"235867","ENST00000542451","ENSG00000166750","SLFN5",162394
"235870","ENST00000640551","ENSG00000283473","FAM240A",100132146
"235871","ENST00000525320","ENSG00000255133","LINC02721",NA
"235872","ENST00000682011","ENSG00000288720","",NA
"235874","ENST00000641238","ENSG00000279000","OR10A6",390093
"235876","ENST00000641921","ENSG00000172362","OR5B12",390191
"235878","ENST00000384540","ENSG00000207270","RNU6-601P",NA
"235879","ENST00000296135","ENSG00000163818","LZTFL1",54585
"235894","ENST00000658047","ENSG00000162947","LINC01931",150596
"235898","ENST00000641270","ENSG00000176742","OR51V1",283111
"235899","ENST00000641662","ENSG00000280314","OR8K3",219473
"235901","ENST00000659082","ENSG00000230645","LINC01818",NA
"235904","ENST00000641505","ENSG00000172457","OR9G4",283189
"235908","ENST00000429317","ENSG00000231420","LINC01817",105373683
"235909","ENST00000414416","ENSG00000175701","MTLN",205251
"235912","ENST00000527261","ENSG00000133805","AMPD3",272
"235930","ENST00000588161","ENSG00000126254","RBM42",79171
"235937","ENST00000345365","ENSG00000185379","RAD51D",5892
"235960","ENST00000674334","ENSG00000144115","THNSL2",55258
"235973","ENST00000363305","ENSG00000200175","RNU6-1309P",NA
"235974","ENST00000427962","ENSG00000224800","RPS27AP6",NA
"235975","ENST00000443545","ENSG00000229357","CYCSP51",NA
"235976","ENST00000677189","ENSG00000143799","PARP1",142
"236002","ENST00000409911","ENSG00000176204","LRRTM4",80059
"236009","ENST00000683405","ENSG00000288717","",105377063
"236010","ENST00000683768","ENSG00000173578","XCR1",2829
"236013","ENST00000375734","ENSG00000115963","RND3",390
"236022","ENST00000682415","ENSG00000288703","",NA
"236023","ENST00000684109","ENSG00000183625","CCR3",1232
"236043","ENST00000379023","ENSG00000105672","ETV2",2116
"236049","ENST00000683399","ENSG00000288724","",NA
"236050","ENST00000231751","ENSG00000012223","LTF",4057
"236059","ENST00000482189","ENSG00000214203","RPS4XP1",NA
"236060","ENST00000623555","ENSG00000279148","",NA
"236061","ENST00000623268","ENSG00000280088","",NA
"236062","ENST00000537218","ENSG00000139437","TCHP",84260
"236072","ENST00000410108","ENSG00000177951","BET1L",51272
"236079","ENST00000392237","ENSG00000163596","ICA1L",130026
"236101","ENST00000303596","ENSG00000168286","THAP11",57215
"236102","ENST00000568390","ENSG00000102898","NUTF2",10204
"236110","ENST00000649813","ENSG00000126267","COX6B1",1340
"236115","ENST00000648096","ENSG00000148935","GAS2",2620
"236126","ENST00000479948","ENSG00000158864","NDUFS2",4720
"236216","ENST00000222275","ENSG00000105668","UPK1A",11045
"236218","ENST00000612793","ENSG00000277299","",NA
"236219","ENST00000624844","ENSG00000280426","",NA
"236220","ENST00000553025","ENSG00000076513","ANKRD13A",88455
"236230","ENST00000443196","ENSG00000226510","UPK1A-AS1",100862728
"236231","ENST00000646476","ENSG00000283758","PMIS2",111216276
"236233","ENST00000573092","ENSG00000262141","",NA
"236234","ENST00000572221","ENSG00000038358","EDC4",23644
"236248","ENST00000592828","ENSG00000102575","ACP5",54
"236275","ENST00000530167","ENSG00000188486","H2AX",3014
"236277","ENST00000572218","ENSG00000120071","KANSL1",284058
"236313","ENST00000257254","ENSG00000134817","APLNR",187
"236315","ENST00000260191","ENSG00000149305","HTR3B",9177
"236318","ENST00000615081","ENSG00000278617","MIR8074",102465873
"236319","ENST00000391806","ENSG00000129455","KLK8",11202
"236331","ENST00000619452","ENSG00000277595","",NA
"236332","ENST00000548191","ENSG00000286220","",NA
"236334","ENST00000623996","ENSG00000279360","",NA
"236335","ENST00000361948","ENSG00000122970","IFT81",28981
"236344","ENST00000681810","ENSG00000185201","IFITM2",10581
"236367","ENST00000502597","ENSG00000110200","ANAPC15",25906
"236384","ENST00000572067","ENSG00000263126","",NA
"236385","ENST00000395808","ENSG00000175221","MED16",10025
"236396","ENST00000339176","ENSG00000188038","NRN1L",123904
"236399","ENST00000684260","ENSG00000163825","RTP3",83597
"236401","ENST00000291041","ENSG00000159792","PSKH1",NA
"236404","ENST00000395905","ENSG00000163827","LRRC2",79442
"236409","ENST00000286201","ENSG00000155760","FZD7",8324
"236410","ENST00000405975","ENSG00000115970","THADA",63892
"236429","ENST00000573845","ENSG00000141086","CTRL",1506
"236437","ENST00000684015","ENSG00000288718","",NA
"236438","ENST00000575231","ENSG00000261884","",NA
"236440","ENST00000683279","ENSG00000163703","CRELD1",78987
"236514","ENST00000570985","ENSG00000205220","PSMB10",NA
"236519","ENST00000661839","ENSG00000258100","LINC02823",NA
"236526","ENST00000480235","ENSG00000215846","MPTX1",NA
"236527","ENST00000514684","ENSG00000248642","OR10J2P",NA
"236528","ENST00000503933","ENSG00000248442","OR10J7P",NA
"236529","ENST00000504659","ENSG00000251686","OR10J8P",NA
"236530","ENST00000652653","ENSG00000286049","",NA
"236531","ENST00000610536","ENSG00000274647","",NA
"236532","ENST00000511932","ENSG00000249197","OR10J9P",NA
"236533","ENST00000617041","ENSG00000277738","",NA
"236534","ENST00000617114","ENSG00000288636","",NA
"236535","ENST00000550035","ENSG00000258125","",NA
"236536","ENST00000550377","ENSG00000258224","",NA
"236537","ENST00000447184","ENSG00000117450","PRDX1",5052
"236543","ENST00000668890","ENSG00000257893","LINC02404",105369900
"236545","ENST00000551075","ENSG00000257863","",NA
"236546","ENST00000685093","ENSG00000289605","",NA
"236547","ENST00000261170","ENSG00000070019","GUCY2C",2984
"236549","ENST00000446155","ENSG00000234379","HMGB1P48",NA
"236550","ENST00000630128","ENSG00000281133","",NA
"236551","ENST00000629041","ENSG00000280836","",NA
"236552","ENST00000264005","ENSG00000213398","LCAT",3931
"236561","ENST00000532481","ENSG00000087884","AAMDC",28971
"236573","ENST00000437901","ENSG00000132780","NASP",4678
"236598","ENST00000501178","ENSG00000214772","",NA
"236599","ENST00000681866","ENSG00000141252","VPS53",55275
"236671","ENST00000562691","ENSG00000261324","",NA
"236672","ENST00000544848","ENSG00000246705","H2AJ",55766
"236675","ENST00000316341","ENSG00000124067","SLC12A4",6560
"236694","ENST00000261167","ENSG00000084463","WBP11",51729
"236699","ENST00000538413","ENSG00000184154","LRRC51",120356739
"236720","ENST00000384776","ENSG00000207507","RNU6-9",101954271
"236721","ENST00000592205","ENSG00000172232","AZU1",566
"236723","ENST00000533472","ENSG00000182993","C12orf60",144608
"236728","ENST00000234347","ENSG00000196415","PRTN3",5657
"236730","ENST00000316048","ENSG00000179256","SMCO3",440087
"236731","ENST00000651868","ENSG00000286107","",NA
"236732","ENST00000228936","ENSG00000111339","ART4",420
"236736","ENST00000683636","ENSG00000268500","SIGLEC5",8778
